"In the band of Lagonissi, which is the tourist resort ,
of Attica, lays the Grand Resort ,
Lagonissi.  “Kochilia (Lagonissi 2)”, is a sandy ,
beach located within the area of the hotel.  During ,
the year ecological seminars are realised in the ,
congress rooms of the hotel and special programs ,
are held in order to clean the coast.  The hotel also ,
organizes drawing competitions, special festivities ,
and parties, and forms as well environmental  ,
leaflets for guests and children so as to protect the ,
natural environment. In the wider area of the coast, ,
functions a unit with marine sports such as ,
Banana, Jet – Ski, Rings and scuba diving centre.  ,
The beach has 302m length and 35m width. There ,
is low bushy vegetation on the surrounding ,
environment and there are pine and palm trees. ,
The bathers can acquire access in the space of ,
the beach from the Athens – Sounion Avenue. ,
Facilitate the passing of the beach through the ,
new Attica Road.   The  beach has also protected ,
parking spaces for the guests´cars.Website page: ,
www.lagonissiresort.gr",,"Lagonisi2/Mediterraneo-Anatoliki Akti, Beach located in Attiki",,Lagonisi2MediterraneoAnatolikiAkti,Attiki
"Hotel Akti Ouranoupolis is located close to village,
of Ouranoupolis, and abstains about 2 km from the,
village of Ouranoupolis,.Ouranoupolis a resort,
place and hundreds of tourists visit it during the,
summer.(www.ouranoupolis.gr)At Ouranoupolis,
someone can find lots of Rent,
Rooms,hotels ,shops ,tourist installations, greek,
traditional taverns.Ouranoupolis is a romantic fish,
village, and the last frontier to Mount Athos.It is,
famous also for its old tower.Hotel Akti,
Ouranoupolis is a hotel of 4 stars and offers to its,
guests a lot of facilities.,
www.aktiouranoupolis.cjb.netIts beach is 150x20,
of gold sand .The access is safe with,
underground passage,stairs.",,"Kampoudi 1, Beach located in Chalkidiki",,Kampoudi1,Chalkidiki
"Our beach is located 42 klms north-east of Athens ,
close to the historical city of Marathon. It is a rural ,
beach, full of parlm trees, pine trees and colourfull ,
plants. The beautifull sandy beach is 120 meters ,
long and 40 meters wide. There are hotels and rent ,
rooms nearby, as well as all kinds of watersports. ,
Also environmental education facilities such as ,
Lectures, Clean up, Drawing and Photo ,
competitions.It is very easy to get there. Just ,
follow the road signs that lead to the Schinias ,
Olympic Rowing and Canoeing Centre and Karavi ,
Beach is only 500 meters far.Link to ,
www.karavi.gr",,"Schinias Karavi, Beach located in Attiki",,Schinias Karavi,Attiki
,,"Eleonas, Beach located in Chalkidiki",,ELEONAS,Chalkidiki
"In the band of Lagonissi, which is the tourist resort ,
of Attica, lays the Grand Resort ,
Lagonissi. Lagonissi 3”, is a sandy ,
beach located within the area of the hotel.  During ,
the year ecological seminars are realised in the ,
congress rooms of the hotel and special programs ,
are held in order to clean the coast.  The hotel also ,
organizes drawing competitions, special festivities ,
and parties, and forms as well environmental  ,
leaflets for guests and children so as to protect the ,
natural environment. In the wider area of the coast, ,
functions a unit with marine sports such as ,
Banana, Jet – Ski, Rings and scuba diving centre.  ,
The beach has 110m length and 12m width. There ,
is low bushy vegetation on the surrounding ,
environment and there are pine and palm trees. ,
The bathers can acquire access in the space of ,
the beach from the Athens – Sounion Avenue. ,
Facilitate the passing of the beach through the ,
new Attica Road.   The  beach has also protected ,
parking spaces for the guests´cars.Website page: ,
www.lagonissiresort.gr",,"Lagonisi 3/Kochylia-Dytiki Akti, Beach located in Attiki",,Lagonisi3KochyliaDytikiAkti,Attiki
"We would like to give you some information about,
our beach ‘Chanioti 3’.It is situated directly in front,
of the hotel Grecotel Pella Beach. It is a resort,
sandy beach. A five-member team is responsible,
for its cleanliness three times a week. More,
specifically, the beach ‘Chanioti 3’ is cleaned every,
Monday, Wednesday and Friday while there is an,
additional daily cleaning program.There are three,
showers along the beach. All the visitors may use,
them for their needs. There are four WCs (two for,
women and two for men. There are no chemical,
WCs). There are also all the necessary signs for,
the guests’ information. Our beach ‘Chanioti3’ is,
equipped with life guard means (life jackets,,
whistle, rope, oxygen, binoculars and burner (gas,
jet) . Responsible life guard is Mr. Evaggelos,
Garas. Mr. Garas is also responsible for the water,
sports which are situated on the beach.People,
with special needs have an easy access to the,
beach since the construction of the relative ramp,
was foreseen. However, there are no toilets for,
their needs.As far as it concerns the,
Environmental Activities, the High School of the,
area visited the hotel Grecotel Pella Beach early,
June. A presentation for the hotel Environmental,
Activities and the Institution of the Blue Flag took,
place. After the presentation, pupils expressed,
their questions and concerns in a discussion with,
the General Manager and the environmental team,
of the hotel.There was also a second presentation,
for the Institution of the Blue Flag to the hotel,
guests in a special organized occasion.",,"Chanioti 3, Beach located in Chalkidiki",,Chanioti3,Chalkidiki
"At a distance of 30 Km from the center of Athens,
is located the ´´Municipal Âeach of Avlaki´´, the,
access at which is possible either every half an,
hour through organized transportation or through,
´´Áttikis Odos´´. Ôhe ´´Municipal Beach,
of Avlaki´´ is located at the south of Porto Rafti, is,
a sandy beach with length of 350 m and width of,
100 m while all around there are hills with pine –,
trees, lentisks and olive trees. In the area where,
the ´´Municipal Beach of Avlaki´´ is located there,
are settlements and the native sports such as,
cars, motorbikes, bikes at professional or,
amateurish level aren’t practiced with the,
exception of sailing. The resorts and the,
rooms to let are few.",,"Avlaki, Beach located in Attiki",,Avlaki,Attiki
"Type of Beach: Beach with sand.It is located in ,
urban area and also resort beach. ,
Description of the environment education facilities: ,
Lecture, clean up.Facilities: There are not sport ,
facilities, there are not rent cars, bike or ,
bicycles.Description of the location of the beach: ,
Hotels, rent roomsDescription of nearby natural ,
areas: The length of the beach is 115m and the ,
width is 30m.There are many type of flora such as ,
wild flowers.Description of how to get to the ,
beach: By car",,"Stavros, Beach located in Chania",,STAVROS,Chania
"Stalos beach is a sandy, well - organized beach, ,
next to Kalamaki beach as we move to the West..It ,
lays in a built –up area, called Stalos village.It’s ,
length reaches 2.000m, and its width extends 40 ,
m. The beach is located closed to hotels and rent ,
rooms, while in the wider area the visitors can rent ,
cars, bicycles and bikes. A very important thing is ,
that everyone can easily reach the beach: through ,
lanes, wooden passages and small steps. As the ,
nearby natural areas concerns, there are a lot of ,
sea pines and baby palms. Here, everyone can ,
admire the rare, self- sown and endangered ,
species, Lilly of the sea, (Pancratium maritimum), ,
well – known for its blossoms: large, white with ,
delicate appearance and intense scent .We must ,
mention the rare sand hills, on which this ,
remarkable species grows. A fence surrounds the ,
whole area, so that “Lilly of sea” can be highly ,
protected.Every year a lot of environmental ,
educations are carried out : clean ups of the beach ,
and the bottom of the sea, lectures about the ,
biology of the sea turtle Caretta - caretta, , ,
publication of small posters and cards concerned ,
the environment, leaflets referred to the recycling, ,
e.t.c. Our link to the website for the Municipality is: ,
www.whoiswho.gr.",,"Stalos, Beach located in Chania",,Stalos,Chania
,,"Sougia, Beach located in Chania",,Sougia,Chania
,,"Rapaniana, Beach located in Chania",,RAPANIANA,Chania
,,"Platanias/Limanaki, Beach located in Chania",,PlataniasLimanaki,Chania
"The beach is located at the 47 km of Athens ,
Souniou Avenue, at the region of Anavyssos, a ,
typical resort area.  The original name of the ,
location is “Mavro Lithari”, a name that came after ,
the big, black stone found in the middle of the ,
beach (mavro for black, lithari for stone). The ,
same “black stone” has been the symbol of Eden ,
Beach hotels.Eden Beach / Mavro Lithari is ,
operated and maintained by the Pyramis SA ,
proprietor of Eden beach resort hotel - club.  ,
Responsible for the operations and services of the ,
beach is the General mgr of Eden Beach Hotel. The ,
beach has been awarded with the blue flag for six ,
consecutive years Visitors can use the subway ,
passage, which connects the hotel and the coastal ,
road with the beach. Alternatively, side ,
passageways offer connection to the subway ,
beach. All entrances are accessible for people ,
with wheelchairs (ramps).The Blue Flag team in ,
cooperation with the elementary school of ,
Anavyssos (and particularly with Manolis Haritos ,
(specialist in environmental education) who is ,
responsible for the environmental working groups ,
of the school),  plan and carry out educational ,
activities. The main objective of those activities is ,
to educate children, about the environments ,
issues, the threats and ways to safeguard it. We ,
attempt to approach those issues in reference with ,
local history and the human interference on the ,
environment. We carry out educational visits, ,
lectures, we participate every year on “clean up ,
the med”, organize painting competitions, ,
photography competitions. The working blue flag ,
working group sponsors the schools ,
environmental magazine “helidonismata” that is ,
published every year. Eden Beach provides the ,
following facilities:·        Snack bar with seating ,
capacity of 500·        W.C, and restrooms for the ,
disabled·        Changing cabins·        First aid ·        ,
Telephone booth·        Professional lifeguard watch ,
·        Sun beds with parasols ·        Sea sports ,
(pedaloes, canoes, wind surf)·        Water ski ,
school, Wakeboard School·        Beach volley ,
court·        Mini golfThe maximum length of the b ,
each is 300 meter and the average width is 35 ,
meters. The beach consists of sand mixed with ,
pebbles. The beach is surrounded by hills giving ,
the advantage that the coast is always calm even ,
when the winds are strong. www.eden.gr",,"Mavro Lithari/Eden Beach, Beach located in Attiki",,MavroLithariEdenBeach,Attiki
"Platanias coast of the Municipality of Platanias is a ,
sandy coast of amazing natural beauty and ,
consists one of the most important tourist resorts ,
of the area. The coast extents for about 2000 m ,
and is 30-40 m wide. In the surrounding area of the ,
coast there are water sport activities and many ,
car, motorbike and bike rental facilities. From the ,
marina of the area trips are made by small boats to ,
the beautiful islet of Thodorou (which is a ,
sanctuary for the Kri-Kri goat, endangered specie ,
that only lives in the Cretan mountains) and the ,
surrounding waters. There are many options for ,
accommodation from luxurious hotels to low ,
budget rooms. The environmental team of the ,
intermediate school of the area with the co-,
operation of the Municipality is also organizing ,
several environmental events. Symbolic coast ,
cleanings are made and seminars are conducted ,
for the sea turtle Caretta-Caretta which lays eggs ,
on the beach. By the shore many different kinds of ,
plants flourish such as brun trees and the ,
magnificent sea lily. The sea turtles Caretta-Caretta ,
lay eggs on the beach while lizards, wild ducks ,
and many kinds of birds are the most common ,
members of the local fauna. The beach users have ,
access to the beach from a road starting from the ,
old high way of Chania – Kissamos and ends up to ,
the beach.",,"Platanias, Beach located in Chania",,Platanias,Chania
,,"Pachia Ammos, Beach located in Chania",,PachiaAmmos,Chania
"PRIVATE,ONLY MARINA,TOILET TANK ,
FACILITIES-HANDICAP FACILITIES-,
REPAIRING FACILITIES,PINES ,
TREES,CLOSE TO TOWN,SEMINAR-,
LECTURE-CLEAN ,
UP,WWW.OLMARINE.COM",,"Olympic Marine, Marina located in Attiki",,OlympicMarine,Attiki
"
Maistrali beach of Municipality of Armenoi is sandy ,
and located in a resort named Kalyves. The ,
descriptions of the environmental educational ,
facilities are: Clean up, planting, lectures, and ,
disposal of fish guides.Around beach there are ,
sport facilities, and you can rent a car, bikes and ,
bicycles.Around beach there are hotels and rent ,
rooms.Description of nearby natural areas:Maistrali ,
beach is 250 meters in length and 30 meters in ,
width. It is in adjacent with Xydas beach.The types ,
of trees and bushes are olive, fruit trees, pines, ,
plane trees as well as vineyards.The types of ,
fauna are goats, cuddies, rabbits, chickens, ,
turkeys, ducks, as well as wild animals like hawks, ,
partridges, and haresAccess in the beach is easy ,
because there is a road parallel to it.",,"Maistrali, Beach located in Chania",,Maistrali,Chania
,,"Kyani, Beach located in Chania",,Kyani,Chania
,,"Flisvos, Marina located in Attiki",,Flisvos,Attiki
,,"Kavros, Beach located in Chania",,Kavros,Chania
,,"Perastikos, Beach located in Chania",,Perastikos,Chania
"In the band of Lagonissi, which is the tourist resort ,
of Attica, lays the Grand Resort ,
Lagonissi.  “Votsala (Lagonissi 1)”, is a sandy ,
beach located within the area of the hotel.  During ,
the year ecological seminars are realised in the ,
congress rooms of the hotel and special programs ,
are held in order to clean the coast.  The hotel also ,
organizes drawing competitions, special festivities ,
and parties, and forms as well environmental  ,
leaflets for guests and children so as to protect the ,
natural environment. In the wider area of the coast, ,
functions a unit with marine sports such as ,
Banana, Jet – Ski, Rings and scuba diving centre.  ,
The beach has 187m length and 60m width. There ,
is low bushy vegetation on the surrounding ,
environment and there are pine and palm trees. ,
The bathers can acquire access in the space of ,
the beach from the Athens – Sounion Avenue. ,
Facilitate the passing of the beach through the ,
new Attica Road.   The  beach has also protected ,
parking spaces for the guests´cars.Website page: ,
www.lagonissiresort.gr",,"Lagonisi 1/Grand Beach, Beach located in Attiki",,Lagonisi1GrandBeach,Attiki
"Type of Beach: Beach with sand.It is located in ,
urban area and also is resort beach. ,
Description of the environment education facilities: ,
Lecture, clean up.Facilities: There are not sport ,
facilities, there are not rent cars, bike or ,
bicycles.Description of the location of the beach: ,
Hotels, rent roomsDescription of nearby natural ,
areas: The length of the beach is 300m and the ,
width is 5-30m.There are many type of flora such ,
as wild flowers.Description of how to get to the ,
beach: By car",,"Marathi, Beach located in Chania",,Marathi,Chania
"Xydas beach of Municipality of Armenoi is sandy ,
and located in a resort named Kalyves. The ,
descriptions of the environmental educational ,
facilities are: Clean up, planting, lectures, and ,
disposal of fish guides.Around beach there are ,
sport facilities, and you can rent a car, bikes and ,
bicycles.Around beach there are hotels and rent ,
rooms.Description of nearby natural areas:Xydas ,
beach is 200 meters in length and 30 meters in ,
width. It is in adjacent with Xydas beach.The types ,
of trees and bushes are olive, fruit trees, pines, ,
plane trees as well as vineyards.The types of ,
fauna are goats, cuddies, rabbits, chickens, ,
turkeys, ducks, as well as wild animals like hawks, ,
partridges, and haresAccess in the beach is easy ,
because there is a road parallel to it.",,"Kalyves-Xyda, Beach located in Chania",,Kalyves-Xyda,Chania
,,"Kastelli/Mavros Molos - Plaka, Beach located in Chania",,KastelliMavrosMolosPlaka,Chania
,,"Falasarna/Pachia Ammos 2, Beach located in Chania",,FalasarnaPachiaAmmos2,Chania
"-Kalamaki beach is a sandy, well - organized ,
beach, next to Agioi Apostoli 2’ beach as we move ,
to the West ..It lays in a built –up area and in a ,
small distance of one of the most beautiful natural ,
parks in Chania , the Agioi Apostoli ’ s park . It’s ,
length reaches 900m, and its width does not ,
exceed 30 m. The beach is located closed to hotels ,
and rent rooms, while in the wider area the visitors ,
can rent cars, bicycles and bikes. A very important ,
thing is that everyone can easily reach the beach: ,
through wooden passages and small steps. As the ,
nearby natural areas concerns, there are a lot of ,
sea pines, colored oleanders and baby palms. ,
Here, everyone can admire the rare, self -sown ,
and highly protected species, Lilly of the sea, ,
(Pancratium maritimum), well –known for its ,
blossoms: large, white with delicate appearance ,
and intense scent.Every year a lot of ,
environmental educations are carried out : clean ,
ups of the beach and the bottom of the sea, ,
lectures about the biology of the sea turtle Caretta -,
caretta, ecological camping, publication of small ,
posters and cards concerned the environment, ,
leaflets referred to the recycling, cycling tours ,
e.t.c. Our link to the website for the Municipality is: ,
www.whoiswho.gr.",,"Kalamaki, Beach located in Chania",,Kalamaki,Chania
,,"Falasarna/Pachia Ammos 1, Beach located in Chania",,FalasarnaPachiaAmmos1,Chania
,,"Chalikia, Beach located in Chania",,Chalikia,Chania
"- SANDY - URBAN BEACH,,
- LIFEGUARD/LIFESAVING EQUIPMENT,,
FACILITIES FOR DISABLED PEOPLE,,
SPORT FACILITIES, RENT,
CAR/BIKES/BICYCLES, HOTELS, RENT,
ROOMS,
- CLEAN UP, DRAWING/PHOTO,
COMPETITION,
- CLOSE TO MAIN ROAD,
- PINE TREES - WILLOWWS, PALMS,
- 5TH JUNE - 1ST JULY.",,"Breksiza, Beach located in Attiki",,Breksiza,Attiki
"Almirida beach belongs at the Municipality of,
Vamos –Perfecture of Chania-Crete.The type of,
the beach is beach with sand and is located in,
urban area.Every year the Munipality of Vamos is,
organizing much environmental education facilities,,
like: conference, seminar, clean up ,environmental,
culture activities,, enviromental tours e.t.c. In the,
area around the beach there are: sea sport,
facilities, rent a car/bikes/bicycles,hotels, rent,
rooms, health center.The length of the beach is,
about 350 metres and the width of it 20 metres.,
About the flora of the nearby natural areas :,
we can find palms, pines, eucalyptus, grass,
baytree, , poppies, lilies etc. The type of fauna is,
monk seal (monachus-monachus), hawks,,
octopus, crabs, shells, prawns.To get the beach is,
very easy because there is a street along the,
beach and handmade rocky stone stairs and,
access ramps for disabled people. Informations,
about the Municipality,
of Vamos and Almirida you can find in the,
Website: www. Interkriti.org/vamos.",,"Almyrida, Beach located in Chania",,Almyrida,Chania
,,"Grammeno, Beach located in Chania",,Grammeno,Chania
"Type of Beach: Beach with sand.It is located in ,
urban area. Description of the ,
environment education facilities: Lecture, clean ,
up.Facilities: There are not sport facilities, there are ,
not rent cars, bike or bicycles.Description of the ,
location of the beach: Hotels, rent ,
roomsDescription of nearby natural areas: The ,
length of the beach is 115m and the width is ,
30m.There are many type of flora such as wild ,
flowers.Description of how to get to the beach: By ,
car",,"Ag. Onoufrios, Beach located in Chania",,AG.ONOUFRIOS,Chania
"Agioi Apostoli’s 2’ beach is the smallest beach in ,
our Municipality, in a shape of a semicircle. It is ,
covered with sand, and lays in a built –up area and ,
in a small distance of one of the most beautiful ,
natural parks in Chania , the Agioi Apostoli ’ s park . ,
It’s length reaches 300m, and its width extends 20 ,
m. The beach is located closed to hotels and rent ,
rooms, while in the wider area the visitors can rent ,
cars, bicycles and bikes. As the nearby natural ,
areas concerns, there are a lot of sea pines, pink ,
oleanders and big eucalyptus. Here, everyone can ,
admire the rare, self-sown and highly protected ,
species, Lilly of the sea, (Pancratium maritimum), ,
well –known for its blossoms: large, white with ,
delicate appearance and intense scent.Here, is ,
located one of the most popular and very much ,
frequented beach bar, in the Municipality, called ,
Inguana Beach bar.By a lot of ways can be the ,
visitors transported to the beach: cycling, public ,
transport e.t.c. When they get there reach the sea ,
through wooden passages and ramps. Every year ,
a lot of environmental educations are carried out : ,
clean ups of the beach, plantations, lectures about ,
the biology of the sea turtle Caretta - caretta, ,
ecological camping, publication of small posters ,
and cards, leaflets referred to the recycling, ,
cycling tours e.t.c. Our link to the website for the ,
Municipality is: www.whoiswho.gr.",,"Ag. Apostoloi 2, Beach located in Chania",,Ag.Apostoloi2,Chania
"The beach of Kolymbari is situated in a habitable,
area and it is a beach with pebbles.The principal,
environmental education facility that it takes place,
in the area of Kolymbari is the cleaning of the,
beach. However, there are other environmental,
facilities that they are carried out, too, like the,
planting of trees and programs of environmental,
education that they are realized by the,
environmental team of the Ecological High School,
of Kolymbari.The region of Kolymbari, in which the,
beach belongs, disposes of hotels and rooms for,
rent that they are able to serve the visitors. Also,,
there are facilities to rent a car, bikes or,
bicycles.The beach of Kolymbari has length of,
400m and width of 20m.The kind of Tamarix,
constitute the dominant type of trees of the,
area.The “Lilly of the sea” is the sensitive type of,
flora that is grown in the coastal zone. Also there,
is a sensitive type of fauna, the sea turtle “caretta-,
caretta”. Both of them constitute kinds that they are,
under protection.The access to the beach is very,
easy, by car. The habitable area of Kolymbari is,
situated on the 22th km of the national road Chania-,
Kisamos. Every visitor of the beach can arrive,
there following the road that conduct next to the,
beach.Everyone which wants to have more,
information can be linked to website for the,
municipality: www.kolymvari.gr",,"Kolymvari, Beach located in Chania",,KOLYMVARI,Chania
,,"Alykes Drosias, Beach located in Evoia",,Alykes Drosias,Evoia
"Agia Marina’s beach is a sandy, excellent - ,
organized beach, next to Stalos beach as we ,
move to the West. It lays in a built –up area, called ,
Agia Marina village.This beach is much frequented, ,
full of popular beach bars and hotels near the ,
coastal zone.It’s length reaches 3.000m, and its ,
width extends 45 m. The beach is located closed ,
to a large variety of hotels and rent rooms, while in ,
the wider area the visitors can rent cars, bicycles ,
and bikes. A very important thing is that everyone ,
can easily reach the beach: through lanes, ,
wooden passages and small steps. As the nearby ,
natural areas concerns, there are a lot of sea ,
pines and big palms. Here, everyone can admire ,
the rare, self sown and endangered species, Lilly ,
of the sea, (Pancratium maritimum), well – known ,
for its blossoms: large, white with delicate ,
appearance and intense scent.Every year a lot of ,
environmental educations are carried out : clean ,
ups of the beach and the bottom of the sea, ,
lectures about the biology of the sea turtle Caretta -,
caretta, publication of small posters and cards ,
concerned the environment, leaflets referred to the ,
recycling, e.t.c. Our link to the website for the ,
Municipality is: www.whoiswho.gr.",,"Ag. Marina, Beach located in Chania",,Ag.Marina,Chania
,,"Trianta B, Beach located in Dodekanisa",,TriantaB,Dodekanisa
"Reni 1 a beautiful beach with sand and pebbles is ,
laying in front of Sunwing Resort Kallithea hotel in ,
Rhodes island of Greece. Its length reaches 300 m. ,
and its width varies from 7 to 25 m. You can find ,
all facilities in order to enjoy swimming like, water ,
sport facilities, wc, cafeterias, life guard ,
attendance, handicapped facilities and you can ,
rest under the trees or under an umbrella. It is very ,
easy to reach the beach. The buses stops on the ,
main road outside Sunwing Resort Kallithea so you ,
can pass through the hotel area or by the hotel ,
through a dirt road that leads to the beach. ,
Sunwing Resort Kallithea is the first hotel in Europe ,
awarded the European eco-label eu-flower so ,
maybe you can enjoy by participating in one of its ,
environmental education facilities like drawing ,
competition, seminars or clean up the beach.",,"Reni 1, Beach located in Dodekanisa",,Reni1,Dodekanisa
"- SANDY, PEBBLES,
- RESORT ,
- LIFEGUARD/LIFESAVING EQUIPMENT, ,
FACILITIES FOR DISABLED PEOPLE,,
SPORT FACILITIES, RENT ,
CAR/BIKES/BICYCLES, HOTELS, ,
- SEMINAR, PHOTO COMPETITION ,
- VIA THE HOTEL,
- WWW.OCEANIS-HOTEL.GR,",,"Pefkokefali/Ag. Fokas, Beach located in Dodekanisa",,PefkokefaliAg.Fokas,Dodekanisa
,,"Asteria Chalkidas, Beach located in Evoia",,AsteriaChalkidas,Evoia
,,"Asteras Vouliagmenis, Beach located in Attiki",,AsterasVouliagmenis,Attiki
,,"Leros, Marina located in Dodekanisa",,Leros,Dodekanisa
"
Taste a carefree life, live the experience of ,
enjoying colors and smells under the Greek sun, ,
gazing at the blue of the waves, live the ,
experience of Kos.  Blue sea, white sand, volcanic ,
springs, spas, castles, temples and thrilled ,
monuments compose the miracle we call Kos ,
Island.All year round sunshine gives the island an ,
average temperature of 25oC, while during the ,
summer the climate of KOS becomes tropical, with ,
temperature reaching 40oC.TROULOS BEACH at ,
NEPTUNE HOTELS Resort, Convention Centre & ,
Spa, at the Northeastern part of the Island ,
stretches for several kilometers, at the clear blue ,
waters of the Aegean Sea.  With crystal, blue ,
waters and white, soft sand lies under the sun ,
year after year, offering unforgettable moments of ,
relaxation and leisure. Feel the sensation of the ,
sun on your skin and breath the fresh air and the ,
ozone. The natural environment of coast constitute ,
from pines and almyrikia.Do you want to relax, or ,
really feel the adrenaline going? In either case, ,
TROULOS BEACH at NEPTUNE HOTELS Resort, ,
Convention Centre & SPA will make it happen. ,
SAILING - CATAMARAN & WINDSURFING STATION ,
is the place where water-sports (Hobby–,
Catamaran – Sailing and Windsurfing) and beach ,
volleyball are creating moments of fun and ,
relaxation under the guidance of professional ,
instructors.,
TRANSPORTATION                                ,
From Airport-Distance 8km-10 Minutes- By TAXI/ ,
Shuttle Bus,
From Kos Town- Distance 18km-20 Minutes-By     ,
public service,
From Archeological sights-Distance 15Km- 20 ,
Minutes-By public service,
From Main port-Distance 18km-20 Minutes-By      ,
public service,
From Bus stop-Distance 0 km-directly at the hotel ,
entrance	,
From “Mastichari”-near. village-Distance 3 km-By     ,
public service/on foot,
For any further information please visit our ,
WEBSITE: www.neptune.gr",,"Troulos, Beach located in Dodekanisa",,Troulos,Dodekanisa
,,"Agia Marina, Beach located in Attiki",,AgiaMarina,Attiki
"Chrisi Akti is a sandy, well - organized beach, the ,
first from the eastern bounds of our Municipality .It ,
lays in a built –up area and in a small distance of ,
one of the most beautiful natural parks in Chania , ,
the Agioi Apostoli ’ s park . It’s length reaches ,
700m, and its width does not exceed 50 m. The ,
beach is located closed to hotels and rent rooms, ,
while in the wider area the visitors can rent cars, ,
bicycles and bikes. Last but not least, man can get ,
to the beach very easily: through wooden ,
passages and small steps. As the nearby natural ,
areas concerns, there are a lot of sea pines, pink ,
oleanders, baby palms, mulberry trees and yellow ,
wattles. Here, everyone can admire the rare, self ,
sown and highly protected species, Lilly of the ,
sea, (Pancratium maritimum) , well –known for its ,
blossoms: large , white with delicate appearance ,
and intense scent .Every year a lot of ,
environmental educations are carried out : clean ,
ups of the beach and the bottom of the sea, ,
lectures about the biology of the sea turtle Caretta -,
caretta, ecological camping, publication of small ,
posters and cards concerned the environment, ,
leaflets referred to the recycling, cycling tours ,
e.t.c. Our link to the website for the Municipality is: ,
www.whoiswho.gr.",,"Chrysi, Beach located in Chania",,Chrysi,Chania
"The Beach is in front of the hotel with pebbles.Is a ,
resort area and there is no other houses or ,
villages.We have organized the past year 2003 the ,
following environmental actions.1.Hotel employees ,
clean the beach daily. In order to increase ,
environmental awareness between permanent ,
residents as well as tourists, on the international ,
tourist day (27 September) we organized a ,
collective beach cleaning with the participation of a ,
great number of hotel employees, municipal ,
workers as well as tourists.2.Students visit the ,
sewage Treatment Plant of the hotelDuring early ,
October, students from the local high school visited ,
the hotel sewage treatment plant. As ,
environmental specialist (chemist) explained the ,
operation of the plant and answered to questions ,
from the students.3.Suggestions to save energy, ,
water and raw materialsIn every room there is a ,
leaflet urging tourists to make efforts for energy, ,
water, and raw materials savings, stressing the ,
need for increased environmental ,
awareness.4.Regular checks of potable water, ,
swimming pool water, food, health and safetyThe ,
hotel performs regular checks for water quality, ,
swimming pools, food, health & safety parameters ,
(e.g. Legionella), sewage, in collaboration with ,
specialized independent testing laboratory.5.Tree ,
planting programsOn Sunday 5th October 2003, ,
hotel employees accompanied by tourists residing ,
in the hotel, and with the help of the cultural ,
organization of the municipality, planted several ,
trees and small bushes in the hotel vicinity.We ,
offer also windsurfing boards and canoes to our ,
guests.The beach front is 250 m and about 10 m ,
widthOn the road Rodos – Gennadi, 3km after ,
Lardos, there is the Hotel entrance on the left ,
side.From the hotel entrance there is a pedestrian ,
zone to reach the beach.",,"Lardos 3, Beach located in Dodekanisa",,Lardos3,Dodekanisa
"Agioi Apostoli’s 1’ beach is a small sandy ,
comparative to other beaches, in a shape of a ,
semicircle .It is covered with sand, and lays in a ,
built –up area and in a small distance of one of the ,
most beautiful natural parks in Chania , the Agioi ,
Apostoli ’ s park . It’s length reaches 500m, and its ,
width extends 50 m. The beach is located closed ,
to hotels and rent rooms, while in the wider area ,
the visitors can rent cars, bicycles and bikes. By a ,
lot of ways can be the visitors transported to the ,
beach: cycling, public transport e.t.c. When they ,
get there reach the sea through wooden passages ,
and ramps. As the nearby natural areas concerns, ,
there are a lot of sea pines, pink oleanders, baby ,
palms and big eucalyptus. Every year a lot of ,
environmental educations are carried out : clean ,
ups of the beach and the bottom of the sea, ,
lectures about the biology of the sea turtle Caretta -,
caretta, ecological camping, publication of small ,
posters and cards concerned the environment, ,
leaflets referred to the recycling , cycling tours , ,
e.t.c. Our link to the website for the Municipality is: ,
www.whoiswho.gr.",,"Ag. Apostoloi 1, Beach located in Chania",,Ag.Apostoloi1,Chania
,,"Kolymbia, Beach located in Dodekanisa",,Kolymbia,Dodekanisa
,,"Mantomata, Beach located in Dodekanisa",,Mantomata,Dodekanisa
"The Lindos Princess Beach Hotel is located directly ,
on the wide pebble and partially sandy beach. The ,
beach is a resort private-like beach mostly visited ,
by guests of the Lindos Princess Beach Hotel. ,
Environmental activities such as clean-up ,
competitions, drawing competitions etc take place ,
during the summer season. There are water sports ,
at the beach such as Jet Ski, water-ski, canoe and ,
pedaloes. A beach volley ball court is at our guests ,
disposal as well as our beach snack bar serving ,
snacks, drinks, fruit and ice cream. The beach is ,
longer than 1 km and at least 250 meters wide. The ,
beach is accessible from the hotel. For further ,
information, please visit our website at ,
www.lindosprincess.com",,"Lardos 1, Beach located in Dodekanisa",,Lardos1,Dodekanisa
,,"Lampi, Beach located in Dodekanisa",,Lampi,Dodekanisa
,,"KREMASTI-TRIANTA, Beach located in Dodekanisa",,Dodekanisa,Dodekanisa
,,"Kallithea, Beach located in Dodekanisa",,Kallithea,Dodekanisa
"Type of Beach: Beach with sand.It is located in ,
urban area. Description of the environment ,
education facilities: Lecture, clean up.Facilities: ,
There are not sport facilities, there are not rent ,
cars, bike or bicycles.Description of the location of ,
the beach: Hotels, rent rooms.Description of ,
nearby natural areas: The length of the beach is ,
150m and the width is 90m.There are many type of ,
flora such as wild flowers.Description of how to ,
get to the beach: By car.",,"Kalathas, Beach located in Chania",,Kalathas,Chania
